Web Search interest: unemployment
South Africa; 2004 - present

Interest over time
Week,unemployment
2010-06-27 - 2010-07-03,0
2010-07-04 - 2010-07-10,24
2010-07-11 - 2010-07-17,32
2010-07-18 - 2010-07-24,52
2010-07-25 - 2010-07-31,57
2010-08-01 - 2010-08-07,50
2010-08-08 - 2010-08-14,64
2010-08-15 - 2010-08-21,58
2010-08-22 - 2010-08-28,67
2010-08-29 - 2010-09-04,51
2010-09-05 - 2010-09-11,60
2010-09-12 - 2010-09-18,51
2010-09-19 - 2010-09-25,46
2010-09-26 - 2010-10-02,44
2010-10-03 - 2010-10-09,30
2010-10-10 - 2010-10-16,30
2010-10-17 - 2010-10-23,27
2010-10-24 - 2010-10-30,24
2010-10-31 - 2010-11-06,0
2010-11-07 - 2010-11-13,0
2010-11-14 - 2010-11-20,0
2010-11-21 - 2010-11-27,0
2010-11-28 - 2010-12-04,0
2010-12-05 - 2010-12-11,0
2010-12-12 - 2010-12-18,0
2010-12-19 - 2010-12-25,0
2010-12-26 - 2011-01-01,0
2011-01-02 - 2011-01-08,0
2011-01-09 - 2011-01-15,12
2011-01-16 - 2011-01-22,20
2011-01-23 - 2011-01-29,34
2011-01-30 - 2011-02-05,31
2011-02-06 - 2011-02-12,33
2011-02-13 - 2011-02-19,56
2011-02-20 - 2011-02-26,67
2011-02-27 - 2011-03-05,52
2011-03-06 - 2011-03-12,36
2011-03-13 - 2011-03-19,37
2011-03-20 - 2011-03-26,40
2011-03-27 - 2011-04-02,23
2011-04-03 - 2011-04-09,34
2011-04-10 - 2011-04-16,38
2011-04-17 - 2011-04-23,17
2011-04-24 - 2011-04-30,26
2011-05-01 - 2011-05-07,35
2011-05-08 - 2011-05-14,28
2011-05-15 - 2011-05-21,25
2011-05-22 - 2011-05-28,30
2011-05-29 - 2011-06-04,27
2011-06-05 - 2011-06-11,23
2011-06-12 - 2011-06-18,25
2011-06-19 - 2011-06-25,16
2011-06-26 - 2011-07-02,19
2011-07-03 - 2011-07-09,19
2011-07-10 - 2011-07-16,22
2011-07-17 - 2011-07-23,34
2011-07-24 - 2011-07-30,39
2011-07-31 - 2011-08-06,40
2011-08-07 - 2011-08-13,52
2011-08-14 - 2011-08-20,50
2011-08-21 - 2011-08-27,52
2011-08-28 - 2011-09-03,68
2011-09-04 - 2011-09-10,56
2011-09-11 - 2011-09-17,50
2011-09-18 - 2011-09-24,46
2011-09-25 - 2011-10-01,40
2011-10-02 - 2011-10-08,23
2011-10-09 - 2011-10-15,47
2011-10-16 - 2011-10-22,38
2011-10-23 - 2011-10-29,32
2011-10-30 - 2011-11-05,26
2011-11-06 - 2011-11-12,26
2011-11-13 - 2011-11-19,18
2011-11-20 - 2011-11-26,18
2011-11-27 - 2011-12-03,12
2011-12-04 - 2011-12-10,14
2011-12-11 - 2011-12-17,12
2011-12-18 - 2011-12-24,11
2011-12-25 - 2011-12-31,11
2012-01-01 - 2012-01-07,11
2012-01-08 - 2012-01-14,15
2012-01-15 - 2012-01-21,22
2012-01-22 - 2012-01-28,21
2012-01-29 - 2012-02-04,34
2012-02-05 - 2012-02-11,58
2012-02-12 - 2012-02-18,73
2012-02-19 - 2012-02-25,96
2012-02-26 - 2012-03-03,100
2012-03-04 - 2012-03-10,85
2012-03-11 - 2012-03-17,53
2012-03-18 - 2012-03-24,53
2012-03-25 - 2012-03-31,34
2012-04-01 - 2012-04-07,20
2012-04-08 - 2012-04-14,31
2012-04-15 - 2012-04-21,45
2012-04-22 - 2012-04-28,39
2012-04-29 - 2012-05-05,48
2012-05-06 - 2012-05-12,56
2012-05-13 - 2012-05-19,53
2012-05-20 - 2012-05-26,43
2012-05-27 - 2012-06-02,37
2012-06-03 - 2012-06-09,21
2012-06-10 - 2012-06-16,22
2012-06-17 - 2012-06-23,20
2012-06-24 - 2012-06-30,21
2012-07-01 - 2012-07-07,16
2012-07-08 - 2012-07-14,17
2012-07-15 - 2012-07-21,25
2012-07-22 - 2012-07-28,35
2012-07-29 - 2012-08-04,36
2012-08-05 - 2012-08-11,42
2012-08-12 - 2012-08-18,39
2012-08-19 - 2012-08-25,39
2012-08-26 - 2012-09-01,38
2012-09-02 - 2012-09-08,40
2012-09-09 - 2012-09-15,43
2012-09-16 - 2012-09-22,31
2012-09-23 - 2012-09-29,29
2012-09-30 - 2012-10-06,20
2012-10-07 - 2012-10-13,29
2012-10-14 - 2012-10-20,23
2012-10-21 - 2012-10-27,21
2012-10-28 - 2012-11-03,21
2012-11-04 - 2012-11-10,23
2012-11-11 - 2012-11-17,16
2012-11-18 - 2012-11-24,18
2012-11-25 - 2012-12-01,11
2012-12-02 - 2012-12-08,10
2012-12-09 - 2012-12-15,11
2012-12-16 - 2012-12-22,11
2012-12-23 - 2012-12-29,11
2012-12-30 - 2013-01-05,11
2013-01-06 - 2013-01-12,17
2013-01-13 - 2013-01-19,18
2013-01-20 - 2013-01-26,23
2013-01-27 - 2013-02-02,30
2013-02-03 - 2013-02-09,50
2013-02-10 - 2013-02-16,48
2013-02-17 - 2013-02-23,44
2013-02-24 - 2013-03-02,51
2013-03-03 - 2013-03-09,60
2013-03-10 - 2013-03-16,56
2013-03-17 - 2013-03-23,37
2013-03-24 - 2013-03-30,29
2013-03-31 - 2013-04-06,35
2013-04-07 - 2013-04-13,36
2013-04-14 - 2013-04-20,36
2013-04-21 - 2013-04-27,42
2013-04-28 - 2013-05-04,41
2013-05-05 - 2013-05-11,52
2013-05-12 - 2013-05-18,45
2013-05-19 - 2013-05-25,39
2013-05-26 - 2013-06-01,27
2013-06-02 - 2013-06-08,27
2013-06-09 - 2013-06-15,18
2013-06-16 - 2013-06-22,19
2013-06-23 - 2013-06-29,20
2013-06-30 - 2013-07-06,10
2013-07-07 - 2013-07-13,15
2013-07-14 - 2013-07-20,17
2013-07-21 - 2013-07-27,33
2013-07-28 - 2013-08-03,34
2013-08-04 - 2013-08-10,34
2013-08-11 - 2013-08-17,31
2013-08-18 - 2013-08-24,40
2013-08-25 - 2013-08-31,31
2013-09-01 - 2013-09-07,38
2013-09-08 - 2013-09-14,29
2013-09-15 - 2013-09-21,29
2013-09-22 - 2013-09-28,16
2013-09-29 - 2013-10-05,24
2013-10-06 - 2013-10-12,19
2013-10-13 - 2013-10-19,26
2013-10-20 - 2013-10-26,20
2013-10-27 - 2013-11-02,18
2013-11-03 - 2013-11-09,18
2013-11-10 - 2013-11-16,15
2013-11-17 - 2013-11-23,17
2013-11-24 - 2013-11-30,9
2013-12-01 - 2013-12-07,8
2013-12-08 - 2013-12-14,6
2013-12-15 - 2013-12-21,6
2013-12-22 - 2013-12-28,5
2013-12-29 - 2014-01-04,5
2014-01-05 - 2014-01-11,12
2014-01-12 - 2014-01-18,9
2014-01-19 - 2014-01-25,12
2014-01-26 - 2014-02-01,16
2014-02-02 - 2014-02-08,18
2014-02-09 - 2014-02-15,33
2014-02-16 - 2014-02-22,49
2014-02-23 - 2014-03-01,70
2014-03-02 - 2014-03-08,51
2014-03-09 - 2014-03-15,57
2014-03-16 - 2014-03-22,36
2014-03-23 - 2014-03-29,28
2014-03-30 - 2014-04-05,19
2014-04-06 - 2014-04-12,31
2014-04-13 - 2014-04-19,24
2014-04-20 - 2014-04-26,30
2014-04-27 - 2014-05-03,23
2014-05-04 - 2014-05-10,35
2014-05-11 - 2014-05-17,36
2014-05-18 - 2014-05-24,33
2014-05-25 - 2014-05-31,27
2014-06-01 - 2014-06-07,24
2014-06-08 - 2014-06-14,16
2014-06-15 - 2014-06-21,14
2014-06-22 - 2014-06-28,18
2014-06-29 - 2014-07-05,11
2014-07-06 - 2014-07-12,9
2014-07-13 - 2014-07-19,9
2014-07-20 - 2014-07-26,20
2014-07-27 - 2014-08-02,24
2014-08-03 - 2014-08-09,29
2014-08-10 - 2014-08-16,34
2014-08-17 - 2014-08-23,39
2014-08-24 - 2014-08-30,35
2014-08-31 - 2014-09-06,31
2014-09-07 - 2014-09-13,34
2014-09-14 - 2014-09-20,27
2014-09-21 - 2014-09-27,22
2014-09-28 - 2014-10-04,21
2014-10-05 - 2014-10-11,15
2014-10-12 - 2014-10-18,21
2014-10-19 - 2014-10-25,17
2014-10-26 - 2014-11-01,16
2014-11-02 - 2014-11-08,14
2014-11-09 - 2014-11-15,18
2014-11-16 - 2014-11-22,15
2014-11-23 - 2014-11-29,9
2014-11-30 - 2014-12-06,8
2014-12-07 - 2014-12-13,7
2014-12-14 - 2014-12-20,4
2014-12-21 - 2014-12-27,6
2014-12-28 - 2015-01-03,7
2015-01-04 - 2015-01-10,9
2015-01-11 - 2015-01-17,10
2015-01-18 - 2015-01-24,13
2015-01-25 - 2015-01-31,13
2015-02-01 - 2015-02-07,17
2015-02-08 - 2015-02-14,28
2015-02-15 - 2015-02-21,51
2015-02-22 - 2015-02-28,73
2015-03-01 - 2015-03-07,89
2015-03-08 - 2015-03-14,95
2015-03-15 - 2015-03-21,47
2015-03-22 - 2015-03-28,34
2015-03-29 - 2015-04-04,26
2015-04-05 - 2015-04-11,24
2015-04-12 - 2015-04-18,28
2015-04-19 - 2015-04-25,29
2015-04-26 - 2015-05-02,30
2015-05-03 - 2015-05-09,38
2015-05-10 - 2015-05-16,36
2015-05-17 - 2015-05-23,31
2015-05-24 - 2015-05-30,31
2015-05-31 - 2015-06-06,25
2015-06-07 - 2015-06-13,17
2015-06-14 - 2015-06-20,14
2015-06-21 - 2015-06-27,14
2015-06-28 - 2015-07-04,14
2015-07-05 - 2015-07-11,10
2015-07-12 - 2015-07-18,13
2015-07-19 - 2015-07-25,18
2015-07-26 - 2015-08-01,32
2015-08-02 - 2015-08-08,30
2015-08-09 - 2015-08-15,36
2015-08-16 - 2015-08-22,43
2015-08-23 - 2015-08-29,41
2015-08-30 - 2015-09-05,32
2015-09-06 - 2015-09-12,32
2015-09-13 - 2015-09-19,35
2015-09-20 - 2015-09-26,20
2015-09-27 - 2015-10-03,23
2015-10-04 - 2015-10-10,25
2015-10-11 - 2015-10-17,19
2015-10-18 - 2015-10-24,20
2015-10-25 - 2015-10-31,14
2015-11-01 - 2015-11-07,17
2015-11-08 - 2015-11-14,16
2015-11-15 - 2015-11-21,12
2015-11-22 - 2015-11-28, 


Top subregions for unemployment
Subregion,unemployment
Eastern Cape,100
Limpopo,91
North West,82
Free State,62
KwaZulu-Natal,51
Gauteng,47
Western Cape,43
Mpumalanga,0
Northern Cape,0


Top cities for unemployment
City,unemployment
Grahamstown,100
East London,29
Potchefstroom,25
Vanderbijlpark,22
Polokwane,20
Pietermaritzburg,19
Stellenbosch,19
Bloemfontein,18
Port Elizabeth,16
Randburg,15
Berea,15
Durban,14
Pretoria,13
Centurion,12
Johannesburg,12



Top searches for unemployment
unemployment south africa,100
unemployment in africa,85
unemployment rate,40
unemployment insurance,35
unemployment fund,25
what is unemployment,25
unemployment insurance fund,20
causes of unemployment,20
poverty,15
impact of unemployment,15
reasons for unemployment,15
youth unemployment,15
south african unemployment,15
unemployment act,15
impact on unemployment,10
reasons of unemployment,10
unemployment statistics,10
unemployment in sa,10
effects of unemployment,10
unemployment definition,10
uif,10
what causes unemployment,10
unemployment insurance act,10
inflation,10
unemployment and poverty,10
statistics south africa,10
definition of unemployment,5
types of unemployment,5
unemployment benefits,5
causes for unemployment,5
effect of unemployment,5
solutions to unemployment,5
sa unemployment rate,5
unemployment forms,5
solutions of unemployment,5
cause of unemployment,5
reason for unemployment,5
inflation and unemployment,5
retrenchment,5
economic growth,5
current unemployment rate,5
define unemployment,5
stats sa unemployment,5
structural unemployment,5
unemployment articles,5
stats sa,5
unemployment office,0
social issues,0
uif south africa,0
solution to unemployment,0



Rising searches for unemployment
causes of unemployment,Breakout
impact of unemployment,Breakout
poverty,Breakout
reasons for unemployment,Breakout
south african unemployment,Breakout
unemployment act,Breakout
unemployment fund,Breakout
unemployment insurance,Breakout
unemployment insurance fund,Breakout
what is unemployment,Breakout



