Web Search interest: unemployment
United States; 2004 - present

Interest over time
Week,unemployment
2009-06-07 - 2009-06-13,54
2009-06-14 - 2009-06-20,58
2009-06-21 - 2009-06-27,60
2009-06-28 - 2009-07-04,58
2009-07-05 - 2009-07-11,61
2009-07-12 - 2009-07-18,61
2009-07-19 - 2009-07-25,61
2009-07-26 - 2009-08-01,58
2009-08-02 - 2009-08-08,63
2009-08-09 - 2009-08-15,58
2009-08-16 - 2009-08-22,55
2009-08-23 - 2009-08-29,55
2009-08-30 - 2009-09-05,57
2009-09-06 - 2009-09-12,56
2009-09-13 - 2009-09-19,55
2009-09-20 - 2009-09-26,59
2009-09-27 - 2009-10-03,57
2009-10-04 - 2009-10-10,62
2009-10-11 - 2009-10-17,56
2009-10-18 - 2009-10-24,58
2009-10-25 - 2009-10-31,56
2009-11-01 - 2009-11-07,67
2009-11-08 - 2009-11-14,65
2009-11-15 - 2009-11-21,58
2009-11-22 - 2009-11-28,52
2009-11-29 - 2009-12-05,62
2009-12-06 - 2009-12-12,56
2009-12-13 - 2009-12-19,59
2009-12-20 - 2009-12-26,61
2009-12-27 - 2010-01-02,66
2010-01-03 - 2010-01-09,69
2010-01-10 - 2010-01-16,64
2010-01-17 - 2010-01-23,66
2010-01-24 - 2010-01-30,65
2010-01-31 - 2010-02-06,61
2010-02-07 - 2010-02-13,55
2010-02-14 - 2010-02-20,57
2010-02-21 - 2010-02-27,60
2010-02-28 - 2010-03-06,67
2010-03-07 - 2010-03-13,57
2010-03-14 - 2010-03-20,55
2010-03-21 - 2010-03-27,56
2010-03-28 - 2010-04-03,62
2010-04-04 - 2010-04-10,58
2010-04-11 - 2010-04-17,67
2010-04-18 - 2010-04-24,55
2010-04-25 - 2010-05-01,52
2010-05-02 - 2010-05-08,52
2010-05-09 - 2010-05-15,53
2010-05-16 - 2010-05-22,53
2010-05-23 - 2010-05-29,50
2010-05-30 - 2010-06-05,53
2010-06-06 - 2010-06-12,58
2010-06-13 - 2010-06-19,64
2010-06-20 - 2010-06-26,73
2010-06-27 - 2010-07-03,77
2010-07-04 - 2010-07-10,65
2010-07-11 - 2010-07-17,80
2010-07-18 - 2010-07-24,100
2010-07-25 - 2010-07-31,64
2010-08-01 - 2010-08-07,55
2010-08-08 - 2010-08-14,51
2010-08-15 - 2010-08-21,51
2010-08-22 - 2010-08-28,47
2010-08-29 - 2010-09-04,46
2010-09-05 - 2010-09-11,46
2010-09-12 - 2010-09-18,48
2010-09-19 - 2010-09-25,46
2010-09-26 - 2010-10-02,46
2010-10-03 - 2010-10-09,48
2010-10-10 - 2010-10-16,45
2010-10-17 - 2010-10-23,44
2010-10-24 - 2010-10-30,44
2010-10-31 - 2010-11-06,47
2010-11-07 - 2010-11-13,46
2010-11-14 - 2010-11-20,50
2010-11-21 - 2010-11-27,43
2010-11-28 - 2010-12-04,63
2010-12-05 - 2010-12-11,66
2010-12-12 - 2010-12-18,63
2010-12-19 - 2010-12-25,54
2010-12-26 - 2011-01-01,52
2011-01-02 - 2011-01-08,68
2011-01-09 - 2011-01-15,62
2011-01-16 - 2011-01-22,64
2011-01-23 - 2011-01-29,63
2011-01-30 - 2011-02-05,58
2011-02-06 - 2011-02-12,57
2011-02-13 - 2011-02-19,53
2011-02-20 - 2011-02-26,51
2011-02-27 - 2011-03-05,50
2011-03-06 - 2011-03-12,48
2011-03-13 - 2011-03-19,44
2011-03-20 - 2011-03-26,47
2011-03-27 - 2011-04-02,48
2011-04-03 - 2011-04-09,52
2011-04-10 - 2011-04-16,48
2011-04-17 - 2011-04-23,47
2011-04-24 - 2011-04-30,46
2011-05-01 - 2011-05-07,47
2011-05-08 - 2011-05-14,48
2011-05-15 - 2011-05-21,46
2011-05-22 - 2011-05-28,47
2011-05-29 - 2011-06-04,50
2011-06-05 - 2011-06-11,50
2011-06-12 - 2011-06-18,51
2011-06-19 - 2011-06-25,48
2011-06-26 - 2011-07-02,51
2011-07-03 - 2011-07-09,53
2011-07-10 - 2011-07-16,52
2011-07-17 - 2011-07-23,50
2011-07-24 - 2011-07-30,49
2011-07-31 - 2011-08-06,52
2011-08-07 - 2011-08-13,50
2011-08-14 - 2011-08-20,50
2011-08-21 - 2011-08-27,47
2011-08-28 - 2011-09-03,48
2011-09-04 - 2011-09-10,50
2011-09-11 - 2011-09-17,51
2011-09-18 - 2011-09-24,46
2011-09-25 - 2011-10-01,47
2011-10-02 - 2011-10-08,50
2011-10-09 - 2011-10-15,49
2011-10-16 - 2011-10-22,47
2011-10-23 - 2011-10-29,45
2011-10-30 - 2011-11-05,47
2011-11-06 - 2011-11-12,49
2011-11-13 - 2011-11-19,47
2011-11-20 - 2011-11-26,44
2011-11-27 - 2011-12-03,52
2011-12-04 - 2011-12-10,48
2011-12-11 - 2011-12-17,52
2011-12-18 - 2011-12-24,49
2011-12-25 - 2011-12-31,55
2012-01-01 - 2012-01-07,60
2012-01-08 - 2012-01-14,56
2012-01-15 - 2012-01-21,57
2012-01-22 - 2012-01-28,57
2012-01-29 - 2012-02-04,54
2012-02-05 - 2012-02-11,50
2012-02-12 - 2012-02-18,48
2012-02-19 - 2012-02-25,49
2012-02-26 - 2012-03-03,47
2012-03-04 - 2012-03-10,46
2012-03-11 - 2012-03-17,46
2012-03-18 - 2012-03-24,47
2012-03-25 - 2012-03-31,44
2012-04-01 - 2012-04-07,45
2012-04-08 - 2012-04-14,46
2012-04-15 - 2012-04-21,45
2012-04-22 - 2012-04-28,42
2012-04-29 - 2012-05-05,45
2012-05-06 - 2012-05-12,43
2012-05-13 - 2012-05-19,43
2012-05-20 - 2012-05-26,43
2012-05-27 - 2012-06-02,45
2012-06-03 - 2012-06-09,43
2012-06-10 - 2012-06-16,44
2012-06-17 - 2012-06-23,42
2012-06-24 - 2012-06-30,43
2012-07-01 - 2012-07-07,47
2012-07-08 - 2012-07-14,48
2012-07-15 - 2012-07-21,45
2012-07-22 - 2012-07-28,45
2012-07-29 - 2012-08-04,44
2012-08-05 - 2012-08-11,43
2012-08-12 - 2012-08-18,44
2012-08-19 - 2012-08-25,42
2012-08-26 - 2012-09-01,42
2012-09-02 - 2012-09-08,50
2012-09-09 - 2012-09-15,42
2012-09-16 - 2012-09-22,41
2012-09-23 - 2012-09-29,40
2012-09-30 - 2012-10-06,48
2012-10-07 - 2012-10-13,45
2012-10-14 - 2012-10-20,44
2012-10-21 - 2012-10-27,40
2012-10-28 - 2012-11-03,43
2012-11-04 - 2012-11-10,49
2012-11-11 - 2012-11-17,46
2012-11-18 - 2012-11-24,38
2012-11-25 - 2012-12-01,43
2012-12-02 - 2012-12-08,46
2012-12-09 - 2012-12-15,43
2012-12-16 - 2012-12-22,45
2012-12-23 - 2012-12-29,45
2012-12-30 - 2013-01-05,58
2013-01-06 - 2013-01-12,51
2013-01-13 - 2013-01-19,49
2013-01-20 - 2013-01-26,46
2013-01-27 - 2013-02-02,45
2013-02-03 - 2013-02-09,41
2013-02-10 - 2013-02-16,39
2013-02-17 - 2013-02-23,39
2013-02-24 - 2013-03-02,38
2013-03-03 - 2013-03-09,38
2013-03-10 - 2013-03-16,37
2013-03-17 - 2013-03-23,36
2013-03-24 - 2013-03-30,35
2013-03-31 - 2013-04-06,38
2013-04-07 - 2013-04-13,38
2013-04-14 - 2013-04-20,37
2013-04-21 - 2013-04-27,36
2013-04-28 - 2013-05-04,36
2013-05-05 - 2013-05-11,34
2013-05-12 - 2013-05-18,34
2013-05-19 - 2013-05-25,35
2013-05-26 - 2013-06-01,36
2013-06-02 - 2013-06-08,36
2013-06-09 - 2013-06-15,35
2013-06-16 - 2013-06-22,35
2013-06-23 - 2013-06-29,36
2013-06-30 - 2013-07-06,36
2013-07-07 - 2013-07-13,39
2013-07-14 - 2013-07-20,36
2013-07-21 - 2013-07-27,35
2013-07-28 - 2013-08-03,36
2013-08-04 - 2013-08-10,35
2013-08-11 - 2013-08-17,34
2013-08-18 - 2013-08-24,34
2013-08-25 - 2013-08-31,34
2013-09-01 - 2013-09-07,35
2013-09-08 - 2013-09-14,34
2013-09-15 - 2013-09-21,32
2013-09-22 - 2013-09-28,33
2013-09-29 - 2013-10-05,43
2013-10-06 - 2013-10-12,38
2013-10-13 - 2013-10-19,38
2013-10-20 - 2013-10-26,36
2013-10-27 - 2013-11-02,35
2013-11-03 - 2013-11-09,35
2013-11-10 - 2013-11-16,35
2013-11-17 - 2013-11-23,35
2013-11-24 - 2013-11-30,31
2013-12-01 - 2013-12-07,38
2013-12-08 - 2013-12-14,39
2013-12-15 - 2013-12-21,40
2013-12-22 - 2013-12-28,41
2013-12-29 - 2014-01-04,47
2014-01-05 - 2014-01-11,64
2014-01-12 - 2014-01-18,58
2014-01-19 - 2014-01-25,50
2014-01-26 - 2014-02-01,53
2014-02-02 - 2014-02-08,50
2014-02-09 - 2014-02-15,42
2014-02-16 - 2014-02-22,40
2014-02-23 - 2014-03-01,41
2014-03-02 - 2014-03-08,40
2014-03-09 - 2014-03-15,43
2014-03-16 - 2014-03-22,38
2014-03-23 - 2014-03-29,40
2014-03-30 - 2014-04-05,42
2014-04-06 - 2014-04-12,44
2014-04-13 - 2014-04-19,37
2014-04-20 - 2014-04-26,36
2014-04-27 - 2014-05-03,39
2014-05-04 - 2014-05-10,37
2014-05-11 - 2014-05-17,35
2014-05-18 - 2014-05-24,34
2014-05-25 - 2014-05-31,30
2014-06-01 - 2014-06-07,30
2014-06-08 - 2014-06-14,28
2014-06-15 - 2014-06-21,29
2014-06-22 - 2014-06-28,29
2014-06-29 - 2014-07-05,29
2014-07-06 - 2014-07-12,30
2014-07-13 - 2014-07-19,29
2014-07-20 - 2014-07-26,29
2014-07-27 - 2014-08-02,27
2014-08-03 - 2014-08-09,27
2014-08-10 - 2014-08-16,24
2014-08-17 - 2014-08-23,24
2014-08-24 - 2014-08-30,24
2014-08-31 - 2014-09-06,24
2014-09-07 - 2014-09-13,23
2014-09-14 - 2014-09-20,23
2014-09-21 - 2014-09-27,23
2014-09-28 - 2014-10-04,24
2014-10-05 - 2014-10-11,24
2014-10-12 - 2014-10-18,24
2014-10-19 - 2014-10-25,24
2014-10-26 - 2014-11-01,23
2014-11-02 - 2014-11-08,26
2014-11-09 - 2014-11-15,24
2014-11-16 - 2014-11-22,25
2014-11-23 - 2014-11-29,21
2014-11-30 - 2014-12-06,27
2014-12-07 - 2014-12-13,25
2014-12-14 - 2014-12-20,25
2014-12-21 - 2014-12-27,22
2014-12-28 - 2015-01-03,27
2015-01-04 - 2015-01-10,32
2015-01-11 - 2015-01-17,30
2015-01-18 - 2015-01-24,31
2015-01-25 - 2015-01-31,30
2015-02-01 - 2015-02-07,29
2015-02-08 - 2015-02-14,26
2015-02-15 - 2015-02-21,25
2015-02-22 - 2015-02-28,25
2015-03-01 - 2015-03-07,25
2015-03-08 - 2015-03-14,24
2015-03-15 - 2015-03-21,24
2015-03-22 - 2015-03-28,24
2015-03-29 - 2015-04-04,23
2015-04-05 - 2015-04-11,24
2015-04-12 - 2015-04-18,24
2015-04-19 - 2015-04-25,23
2015-04-26 - 2015-05-02,23
2015-05-03 - 2015-05-09,22
2015-05-10 - 2015-05-16,22
2015-05-17 - 2015-05-23,22
2015-05-24 - 2015-05-30,22
2015-05-31 - 2015-06-06,22
2015-06-07 - 2015-06-13,22
2015-06-14 - 2015-06-20,21
2015-06-21 - 2015-06-27,23
2015-06-28 - 2015-07-04,24
2015-07-05 - 2015-07-11,25
2015-07-12 - 2015-07-18,24
2015-07-19 - 2015-07-25,24
2015-07-26 - 2015-08-01,23
2015-08-02 - 2015-08-08,22
2015-08-09 - 2015-08-15,22
2015-08-16 - 2015-08-22,22
2015-08-23 - 2015-08-29,22
2015-08-30 - 2015-09-05,22
2015-09-06 - 2015-09-12,21
2015-09-13 - 2015-09-19,21
2015-09-20 - 2015-09-26,21
2015-09-27 - 2015-10-03,21
2015-10-04 - 2015-10-10,22
2015-10-11 - 2015-10-17,21
2015-10-18 - 2015-10-24,21
2015-10-25 - 2015-10-31,21
2015-11-01 - 2015-11-07,22
2015-11-08 - 2015-11-14,22
2015-11-15 - 2015-11-21,22
2015-11-22 - 2015-11-28, 


Top subregions for unemployment
Subregion,unemployment
New York,100
Wisconsin,92
Nevada,90
New Jersey,84
Ohio,82
Pennsylvania,81
Washington,71
Indiana,68
Oregon,68
Rhode Island,68
Kentucky,66
Missouri,66
Minnesota,65
Massachusetts,61
Kansas,59
Florida,59
Connecticut,59
Montana,57
New Hampshire,56
Maryland,56
Alabama,54
Michigan,53
District of Columbia,53
Illinois,51
Alaska,51
Tennessee,51
Colorado,50
South Carolina,50
Maine,49
North Carolina,48
Oklahoma,48
Delaware,48
Arizona,46
Idaho,45
New Mexico,45
West Virginia,45
Wyoming,43
Georgia,42
Vermont,42
Nebraska,41
Texas,41
Mississippi,40
Iowa,40
Arkansas,37
Hawaii,36
California,35
Virginia,34
Louisiana,33
Utah,32
North Dakota,29
South Dakota,28


Top metros for unemployment
Metro,unemployment
Bend OR,100
Medford-Klamath Falls OR,91
Buffalo NY,90
Wilkes Barre-Scranton PA,89
Elmira NY,89
Utica NY,89
Watertown NY,87
Rochester NY,79
New York NY,79
Las Vegas NV,79
Wausau-Rhinelander WI,78
Zanesville OH,78
Eugene OR,77
Binghamton NY,77
Lima OH,76
Youngstown OH,75
La Crosse-Eau Claire WI,75
Milwaukee WI,74
Syracuse NY,73
Green Bay-Appleton WI,73
Cleveland-Akron (Canton) OH,73
Philadelphia PA,71
Albany-Schenectady-Troy NY,70
Wheeling WV-Steubenville OH,69
Toledo OH,67
Harrisburg-Lancaster-Lebanon-York PA,66
Pittsburgh PA,66
Duluth MN-Superior WI,65
Seattle-Tacoma WA,65
Erie PA,63
Reno NV,62
Dayton OH,62
Providence RI-New Bedford MA,62
Yakima-Pasco-Richland-Kennewick WA,61
Minneapolis-St. Paul MN,60
Ft. Wayne IN,59
Salisbury MD,59
Missoula MT,59
Louisville KY,58
Helena MT,58
Johnstown-Altoona PA,57
St. Joseph MO,57
Madison WI,57
Kansas City MO,57
Terre Haute IN,56
Spokane WA,56
Miami-Ft. Lauderdale FL,55
Boston MA-Manchester NH,55
St. Louis MO,55
Indianapolis IN,54
Evansville IN,54
Columbus OH,54
Orlando-Daytona Beach-Melbourne FL,54
Lexington KY,54
Cincinnati OH,54
Portland OR,53
Mankato MN,53
Great Falls MT,53
Tampa-St. Petersburg (Sarasota) FL,52
Juneau AK,52
South Bend-Elkhart IN,51
Flint-Saginaw-Bay City MI,51
Dothan AL,51
Springfield-Holyoke MA,51
Parkersburg WV,51
Marquette MI,51
Panama City FL,50
Springfield MO,50
Rockford IL,50
Grand Junction-Montrose CO,49
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,49
Wichita-Hutchinson KS,49
Montgomery (Selma) AL,49
Chicago IL,48
Colorado Springs-Pueblo CO,48
Jacksonville FL,48
Charleston-Huntington WV,48
Hartford & New Haven CT,48
Baltimore MD,48
Ottumwa IA-Kirksville MO,48
West Palm Beach-Ft. Pierce FL,48
Florence-Myrtle Beach SC,47
Jackson TN,47
Charlotte NC,47
Joplin MO-Pittsburg KS,47
Abilene-Sweetwater TX,47
Tulsa OK,46
Fairbanks AK,45
Detroit MI,45
Butte-Bozeman MT,45
Ft. Myers-Naples FL,45
Bowling Green KY,45
Yuma AZ-El Centro CA,45
Billings MT,45
Beaumont-Port Arthur TX,45
Bangor ME,45
Denver CO,45
Traverse City-Cadillac MI,44
Huntsville-Decatur (Florence) AL,44
Topeka KS,44
Anchorage AK,43
Portland-Auburn ME,43
Phoenix AZ,43
Bluefield-Beckley-Oak Hill WV,43
Boise ID,43
Augusta GA,43
Nashville TN,43
Grand Rapids-Kalamazoo-Battle Creek MI,42
Rochester MN-Mason City IA-Austin MN,42
Mobile AL-Pensacola (Ft. Walton Beach) FL,42
Chattanooga TN,42
Tri-Cities TN-VA,42
Columbia-Jefferson City MO,42
Washington DC (Hagerstown MD),41
Chico-Redding CA,41
Albuquerque-Santa Fe NM,41
Raleigh-Durham (Fayetteville) NC,41
Birmingham AL,40
Wilmington NC,40
Burlington VT-Plattsburgh NY,40
Sherman TX-Ada OK,40
Knoxville TN,39
Columbia SC,39
Memphis TN,39
Bakersfield CA,39
Quincy IL-Hannibal MO-Keokuk IA,39
Cheyenne WY-Scottsbluff NE,39
Greenville-Spartanburg SC-Asheville NC-Anderson SC,39
Palm Springs CA,39
Dallas-Ft. Worth TX,38
Greenville-New Bern-Washington NC,38
Atlanta GA,38
Casper-Riverton WY,38
Oklahoma City OK,38
Fresno-Visalia CA,38
Monroe LA-El Dorado AR,38
Davenport IA-Rock Island-Moline IL,37
Peoria-Bloomington IL,37
Omaha NE,37
Lansing MI,37
Biloxi-Gulfport MS,37
Sacramento-Stockton-Modesto CA,36
Greensboro-High Point-Winston Salem NC,36
Hattiesburg-Laurel MS,36
Charleston SC,35
Des Moines-Ames IA,35
Lincoln & Hastings-Kearney NE,35
San Antonio TX,35
Lake Charles LA,35
Ft. Smith-Fayetteville-Springdale-Rogers AR,35
Alexandria LA,35
Twin Falls ID,35
Jackson MS,35
Shreveport LA,34
Houston TX,34
Wichita Falls TX & Lawton OK,34
Columbus-Tupelo-West Point MS,34
Los Angeles CA,34
Fargo-Valley City ND,34
Clarksburg-Weston WV,33
Tallahassee FL-Thomasville GA,33
El Paso TX,33
Little Rock-Pine Bluff AR,33
Idaho Falls-Pocatello ID,33
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,33
Savannah GA,33
Norfolk-Portsmouth-Newport News VA,32
Eureka CA,32
